pair_id,review_order,word,pos,material_labels,source_sense_id_a,definition_a,labels_a,examples_a,source_sense_id_b,definition_b,labels_b,examples_b,decision,review_notes
head:noun:686e59004b8f:5fc78e1e172e8501,67,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:81c7bd4cb1489814e994ad1e:1:sense,"The topmost, foremost, or leading part. | A title or heading in a book or other document.",countable;uncountable,"{""bold_text_offsets"": [[77, 82]], ""ref"": ""1807, George Burnett, Specimens of English Prose Writers, page 351:"", ""text"": ""In this repositary, the phenomena of nature are ranged under three principal heads."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:610e185b6dbfd78d,68,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:ff171db3e8beb6cdc2d7d903:1:sense,"The topmost, foremost, or leading part. | A headland.",UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:645ad97382095e8c,69,head,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part', 'en:coopering']:8970889329f2eabba0faa4ea:1:sense","The topmost, foremost, or leading part. | The end cap of a cask or other barrel.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:65166047ed111568c8f09eda:1:sense,"The topmost, foremost, or leading part.",countable,"{""bold_text_offsets"": [[24, 28]], ""text"": ""What does it say at the head of the page?"", ""type"": ""example""} | {""bold_text_offsets"": [[124, 129]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter X, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 243:"", ""text"": ""Men that I knew around Wapatomac didn't wear high, shiny plug hats, nor yeller spring overcoats, nor carry canes with ivory heads as big as a catboat's anchor, as you might say."", ""type"": ""quotation""}",MERGE,Same learner concept: the end/top part of something; barrel end-cap is a contextual application.
head:noun:686e59004b8f:64f7d7a3757a99fe,70,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:1b8f0821d1a457531dbcba95:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The antlers of a deer.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:2397a7bcd164be0ece1c2640:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | A headdress; a covering for the head.",countable;uncountable,"{""bold_text_offsets"": [[8, 12]], ""tags"": [""collocation""], ""text"": ""a laced head"", ""type"": ""example""} | {""bold_text_offsets"": [[2, 6]], ""tags"": [""collocation""], ""text"": ""a head of hair"", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:69f0874f31bb7609,71,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:content:19845c494b550cb385f28527:1:sense,"A significant or important part. | A beginning or end, a protuberance. | Tiles laid at the eaves of a house.",countable;in-plural;uncountable,"{""ref"": ""1875, Edward H. Knight, Knight's American Mechanical Dictionary, vol. II, page 1086"", ""text"": ""Heads. (Roofing.) Tiles which are laid at the eaves of a house""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:content:b0c5e8992a3b596ffbd257af:1:sense,"A significant or important part. | A beginning or end, a protuberance. | The source of a river; the end of a lake where a river flows into it.",countable;uncountable,"{""bold_text_offsets"": [[53, 57]], ""text"": ""The expedition followed the river all the way to the head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:6c5bb3d9c18978c2,72,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:385be85690fde1409b069197:1:sense,"The topmost, foremost, or leading part. | Deposits near the top of a geological succession.",UK;countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:6cfea6395b33c0ed,73,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:7cdcdbf1d427d664501c3744:1:sense,"The topmost, foremost, or leading part. | The end of a table. | The end of a rectangular table furthest from the entrance; traditionally considered a seat of honor.",countable;uncountable,"{""bold_text_offsets"": [[52, 56]], ""text"": ""During meetings, the supervisor usually sits at the head of the table."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:70a02715b4095d86,74,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:7cdcdbf1d427d664501c3744:1:sense,"The topmost, foremost, or leading part. | The end of a table. | The end of a rectangular table furthest from the entrance; traditionally considered a seat of honor.",countable;uncountable,"{""bold_text_offsets"": [[52, 56]], ""text"": ""During meetings, the supervisor usually sits at the head of the table."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:71007e5b0329daf9,75,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:0a4ae18d3925dd2c15f6dec3:1:sense,"The topmost, foremost, or leading part. | A leading component. | The top edge of a sail.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:753e0e8d175ac69f,76,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:1b8f0821d1a457531dbcba95:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The antlers of a deer.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:42cada1f4151174bb989acd3:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | Mind; one's own thoughts.",countable;figuratively;metonymically;uncountable,"{""bold_text_offsets"": [[33, 37]], ""text"": ""This song keeps going through my head."", ""type"": ""example""} | {""bold_text_offsets"": [[31, 35]], ""ref"": ""1935, George Goodchild, chapter 1, in Death on the Centre Court:"", ""text"": ""“Anthea hasn't a notion in her head but to vamp a lot of silly mugwumps. She's set her heart on that tennis bloke[…]whom the papers are making such a fuss about.”"", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:7c8b43290a22c0f2,77,head,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part', 'en:engineering']:d21ff54456a44e122b8281c2:1:sense","The topmost, foremost, or leading part. | The end cap of a cylindrically-shaped pressure vessel.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a1330e45f653ac430b3f6ab9:1:sense,"The topmost, foremost, or leading part. | The uppermost part of a valley.",countable;uncountable,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""1912, Robert Sterling Clark, Arthur de Carle Sowerby, Through Shên-kan: The Account of the Clark Expedition in North China, 1908-9., T. Fisher Unwin, →OCLC, page 122:"", ""text"": ""A deep bed of this red sandstone occurs at the head of the Yen Shui valley, a few miles south of Ching-pien [translating 靖邊 /靖边 (Jìngbiān)]."", ""type"": ""quotation""}",MERGE,Same positional learner concept: the head/end/top of an elongated place or object.
head:noun:686e59004b8f:7f22390adcc3f55c,78,head,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part', 'en:engineering']:d21ff54456a44e122b8281c2:1:sense","The topmost, foremost, or leading part. | The end cap of a cylindrically-shaped pressure vessel.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:65166047ed111568c8f09eda:1:sense,"The topmost, foremost, or leading part.",countable,"{""bold_text_offsets"": [[24, 28]], ""text"": ""What does it say at the head of the page?"", ""type"": ""example""} | {""bold_text_offsets"": [[124, 129]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter X, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 243:"", ""text"": ""Men that I knew around Wapatomac didn't wear high, shiny plug hats, nor yeller spring overcoats, nor carry canes with ivory heads as big as a catboat's anchor, as you might say."", ""type"": ""quotation""}",MERGE,Same learner concept: an end/top part; pressure-vessel head is a contextual application.
head:noun:686e59004b8f:806492a9dd468c38,79,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:capitulum']:1deb2c81eca481d5f4c29a00:1:sense,"A significant or important part. | A beginning or end, a protuberance. | A clump of seeds, leaves or flowers; a capitulum. | The leafy top part of a tree.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:toilet of a ship']:80673e556b4cac824bd1bfc4:1:sense,"A significant or important part. | A beginning or end, a protuberance. | The toilet of a ship.",countable;uncountable,"{""bold_text_offsets"": [[22, 26]], ""text"": ""I've got to go to the head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:831a2d635c53f9f9,80,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:0a4ae18d3925dd2c15f6dec3:1:sense,"The topmost, foremost, or leading part. | A leading component. | The top edge of a sail.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:8be5a0d00b61053b,81,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:20b3ee565a04a9c1c97b969d:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A machine element which reads or writes electromagnetic signals to or from a storage medium.",countable;uncountable,"{""bold_text_offsets"": [[4, 9]], ""text"": ""The heads of your tape player need to be cleaned."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a1330e45f653ac430b3f6ab9:1:sense,"The topmost, foremost, or leading part. | The uppermost part of a valley.",countable;uncountable,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""1912, Robert Sterling Clark, Arthur de Carle Sowerby, Through Shên-kan: The Account of the Clark Expedition in North China, 1908-9., T. Fisher Unwin, →OCLC, page 122:"", ""text"": ""A deep bed of this red sandstone occurs at the head of the Yen Shui valley, a few miles south of Ching-pien [translating 靖邊 /靖边 (Jìngbiān)]."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:8e5e79336d7c96c1,82,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:20b3ee565a04a9c1c97b969d:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A machine element which reads or writes electromagnetic signals to or from a storage medium.",countable;uncountable,"{""bold_text_offsets"": [[4, 9]], ""text"": ""The heads of your tape player need to be cleaned."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:955f9ffe5dddedd8,83,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:53e197c7217979f54b3097b9:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | The top part of a lacrosse stick that holds the ball.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
